Race Number,Passes P1,Passes P2,Collisions,Choices,Proportion Ahead P1,Proportion Ahead P2,Win P1,Win P2,Progress P1,Progress P2,Out of Bounds P1,Out of Bounds P2,Progress Cost P1,Progress Cost P2,Bounds Cost P1,Bounds Cost P2,Proximity Cost P1,Proximity Cost P2,Adjustment Count P2
30,0,0,0,20,0.0,1.0,False,True,4,11,0,0,755236,-755246,0,0,0.0,0.0,0
31,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-1759400,1759389,0,0,0.0,0.0,0
32,0,1,1,20,0.35,0.65,False,True,3,6,0,0,947,-956,0,0,3.5710507731710833e-93,2.904699909036289e-95,0
33,0,0,0,20,1.0,0.0,True,False,10,11,0,0,-1255721,1255711,0,0,0.0,0.0,0
34,0,0,0,20,1.0,0.0,True,False,4,6,0,0,-2015,1996,0,0,2.0489520178922573e-130,1.5944787552642954e-87,0
35,0,0,0,20,0.0,1.0,False,True,4,11,0,0,1506391,-1506401,0,0,0.0,0.0,0
36,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-3266874,3266864,0,0,0.0,0.0,0
37,0,0,0,20,0.0,1.0,False,True,4,11,0,0,4020095,-4020105,0,0,2.2724891388238934e-207,2.2724891388238934e-207,0
38,0,0,0,20,0.0,1.0,False,True,2,11,0,1,2760253,-2760271,0,39000,0.0,0.0,0
39,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-1759325,1759314,0,0,0.0,0.0,0
40,0,0,0,20,0.0,1.0,False,True,10,11,0,0,2512463,-2512473,0,0,0.0,0.0,0
41,0,1,1,20,0.25,0.75,False,True,3,11,0,0,664,-674,0,0,1.1983223080079969e-95,1.1983223080079969e-95,0
42,0,0,1,20,0.0,1.0,False,True,1,10,0,1,3260722,-3260736,0,41000,4.071813043089066e-53,6.00251008496361e-104,0
43,1,0,1,20,0.1,0.9,True,False,10,0,0,0,-247278,247268,0,0,1.0073846496159673e-102,1.0073846496159673e-102,0
44,0,1,1,20,0.5,0.5,False,True,10,11,0,0,-501345,501334,0,0,7.38858324961061e-75,2.12790576521046e-54,0
45,0,1,1,20,0.85,0.15,False,True,1,11,0,0,497611,-497626,0,0,3.114922947979252e-67,3.114922947979252e-67,0
46,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-3015203,3015193,0,0,0.0,0.0,0
47,0,1,1,20,0.6,0.4,False,True,8,11,0,0,-751942,751926,0,0,1.6137483882373872e-76,1.0191621471907307e-50,0
48,0,1,1,20,0.85,0.15,False,True,9,11,0,0,-251760,251745,0,0,1.7545447025159716e-63,4.2846996618947074e-86,0
49,0,0,0,20,0.0,1.0,False,True,10,11,0,0,2511368,-2511378,0,0,0.0,0.0,0
50,0,1,1,20,0.2,0.8,False,True,4,11,0,0,699,-710,0,0,4.022796942046978e-71,1.4099090871200992e-52,0
51,0,1,1,20,0.85,0.15,False,True,9,11,0,0,-251646,251640,0,0,2.394760795779427e-93,1.792047081535675e-80,0
52,0,0,1,20,0.0,1.0,False,True,4,11,0,0,3519279,-3519292,0,0,4.137849693287975e-56,4.9450151427282154e-104,0
53,0,0,0,20,0.0,1.0,False,True,4,11,0,0,1005515,-1005525,0,0,0.0,0.0,0
54,0,0,0,20,0.0,1.0,False,True,4,11,0,0,2261775,-2261785,0,0,0.0,0.0,0
55,0,0,0,20,1.0,0.0,True,False,10,11,0,0,-1759124,1759114,0,0,0.0,0.0,0
56,0,1,1,20,0.3,0.7,False,True,3,6,0,0,1268,-1278,0,0,1.0338412520919654e-117,1.3694399130257085e-87,0
57,0,0,0,20,0.0,1.0,False,True,10,11,0,0,3013944,-3013955,0,0,0.0,0.0,0
58,0,1,1,20,0.2,0.8,False,True,3,11,0,0,1254187,-1254206,0,0,3.688033805596497e-84,3.1227244379506273e-68,0
59,0,0,0,20,0.0,1.0,False,True,4,10,0,4,3515680,-3515690,0,265000,0.0,0.0,0
60,0,0,0,20,0.0,1.0,False,True,4,11,0,0,3767931,-3767942,0,0,0.0,0.0,0
61,0,0,0,20,0.0,1.0,False,True,4,11,0,0,1257041,-1257052,0,0,0.0,0.0,0
62,0,0,0,20,1.0,0.0,True,False,9,11,0,0,-2511414,2511401,0,0,0.0,0.0,0
63,0,0,0,20,0.0,1.0,False,True,4,11,0,0,2008132,-2008772,0,0,0.0,0.0,0
64,0,0,0,20,0.0,1.0,False,True,4,11,0,0,1255076,-1255086,0,0,2.310140299306064e-177,1.158925007985183e-223,0
65,0,1,1,20,0.25,0.75,False,True,4,11,0,0,1254176,-1254191,0,0,6.980147503554453e-111,1.2793074973008762e-87,0
66,1,0,0,20,0.3,0.7,True,False,10,0,0,0,-1000668,1000657,0,0,3.8282001877476866e-141,4.976716114717995e-109,0
67,0,1,2,20,0.25,0.75,False,True,3,5,0,3,701,-713,0,216000,2.06190553983179e-29,3.268412592999157e-17,0
68,0,0,0,20,0.0,1.0,False,True,4,11,0,0,3265377,-3265388,0,0,0.0,0.0,0
69,0,0,0,20,0.0,1.0,False,True,4,10,0,4,3768700,-3768711,0,248000,0.0,0.0,0
70,0,1,1,20,0.25,0.75,False,True,9,11,0,0,1004040,-1004055,0,0,6.717899552357745e-101,1.376709841587395e-73,0
71,0,0,0,20,0.0,1.0,False,True,4,11,0,0,2511189,-2511200,0,0,0.0,0.0,0
72,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-754620,754609,0,0,0.0,0.0,0
73,0,1,1,20,0.25,0.75,False,True,4,5,0,0,682,-692,0,0,6.932214354047134e-83,2.291732201266906e-84,0
74,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-4018720,4018709,0,0,0.0,0.0,0
75,0,0,0,20,0.0,1.0,False,True,10,11,0,0,1255908,-1255919,0,0,0.0,0.0,0
76,0,0,0,20,0.0,1.0,False,True,4,11,0,0,252779,-252790,0,0,0.0,0.0,0
77,0,0,0,20,0.0,1.0,False,True,4,10,0,4,3515878,-3515889,0,265000,0.0,0.0,0
78,0,0,0,20,1.0,0.0,True,False,10,11,0,0,-503037,503026,0,0,4.629625717418254e-132,4.629625717418254e-132,0
79,0,0,0,20,0.0,1.0,False,True,4,11,0,0,2009112,-2009123,0,0,0.0,0.0,0
80,0,0,0,20,0.0,1.0,False,True,4,11,0,0,2262784,-2262794,0,0,0.0,0.0,0
81,0,1,1,20,0.2,0.8,False,True,0,11,0,0,3763921,-3763932,0,0,1.0159315691209422e-61,6.734532771501416e-62,0
82,0,0,0,20,1.0,0.0,True,False,4,6,0,0,-2603,2585,0,0,4.996468044630739e-271,1.3273011418909627e-223,0
83,0,0,0,20,0.0,1.0,False,True,4,11,0,0,2763566,-2763577,0,0,0.0,0.0,0
84,0,0,1,20,0.0,1.0,False,True,4,11,0,0,3519536,-3519547,0,0,8.764474640601168e-108,8.764474640601168e-108,0
85,0,0,1,20,0.0,1.0,False,True,4,11,0,0,3770429,-3770439,0,0,1.3249680560878762e-60,1.3249672844410723e-60,0
86,0,0,0,20,0.0,1.0,False,True,4,11,0,0,1256907,-1256918,0,0,0.0,0.0,0
87,0,0,0,20,1.0,0.0,True,False,10,11,0,0,-1758486,1758475,0,0,0.0,0.0,0
88,0,1,1,20,0.5,0.5,False,True,0,11,0,0,2256228,-2256228,0,0,7.973177991175983e-98,7.973177991175983e-98,0
89,0,0,0,20,1.0,0.0,True,False,10,11,0,0,-2511899,2511888,0,0,0.0,0.0,0
90,0,1,2,20,0.8,0.2,False,True,4,5,0,0,-917,906,0,0,1.0988281893783563e-76,1.371350842500583e-48,0
91,0,1,0,20,0.25,0.75,False,True,0,11,0,0,3512447,-3512447,0,0,3.4870355813996666e-163,3.4870355813996666e-163,0
92,0,0,1,20,0.0,1.0,False,True,4,11,0,0,3770429,-3770439,0,0,1.3249680560878762e-60,1.3249672844410723e-60,0
93,0,0,0,20,1.0,0.0,True,False,10,6,0,0,-2010972,2010961,0,0,0.0,0.0,0
94,0,1,1,20,0.75,0.25,False,True,10,11,0,0,249909,-249919,0,0,1.4773771967831592e-60,4.639036923970063e-33,0
95,0,0,1,20,1.0,0.0,True,False,10,11,0,0,-252425,252414,0,0,7.440474776985418e-117,7.440474776985418e-117,0
96,0,1,1,20,0.6,0.4,False,True,3,11,0,0,1002039,-1002058,0,0,2.397511059536262e-78,1.4106698009969054e-33,0
97,0,1,1,20,0.45,0.55,False,True,3,11,0,0,250524,-250532,0,0,3.175933708753906e-41,2.8208165822585873e-40,0
98,0,0,0,20,1.0,0.0,True,False,10,6,2,0,-2011167,2011147,66000,0,0.0,0.0,0
99,0,1,2,20,0.15,0.8,False,True,3,10,0,3,250800,-250812,0,216000,2.713594977658609e-25,5.7939199708584756e-15,0
100,0,0,0,20,0.0,1.0,False,True,4,11,0,0,1004493,-1004503,0,0,1.4350508613652242e-223,1.8290616065214945e-268,0
